map_name,manifest_sha256,instance_id,agent_count,interaction_level,strategy,agent_order,original_index_order,agent_degrees,independent_conflict_count,independent_conflict_pair_count,ordering_low_level_searches,incident_conflict_counts,success,termination_reason,ordering_time_ms,pp_time_ms,total_time_ms,soc,makespan,conflict_count,pp_low_level_searches,pp_agents_planned,error_message,catalogue_seed
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_000,5,low,spf,"[1, 3, 0, 2, 4]","[1, 3, 0, 2, 4]",,,,,,True,success,24848.35800016299,25168.495799880475,50016.853800043464,1237,485,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_000,5,low,cdf_h,"[1, 3, 0, 2, 4]","[1, 3, 0, 2, 4]","[0, 0, 0, 0, 0]",0,0,5,"[0, 0, 0, 0, 0]",True,success,24602.270000148565,25129.269399913028,49731.53940006159,1237,485,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_000,5,low,cdf_l,"[1, 3, 0, 2, 4]","[1, 3, 0, 2, 4]","[0, 0, 0, 0, 0]",0,0,5,"[0, 0, 0, 0, 0]",True,success,24460.627999855205,24979.117299895734,49439.74529975094,1237,485,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_000,5,low,spf_cd,"[1, 3, 0, 2, 4]","[1, 3, 0, 2, 4]","[0, 0, 0, 0, 0]",0,0,5,"[0, 0, 0, 0, 0]",True,success,23922.102600103244,23796.785000013188,47718.88760011643,1237,485,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_001,5,low,spf,"[4, 1, 2, 0, 3]","[4, 1, 2, 0, 3]",,,,,,True,success,4328.266799915582,4384.980299975723,8713.247099891305,703,335,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_001,5,low,cdf_h,"[4, 1, 2, 0, 3]","[4, 1, 2, 0, 3]","[0, 0, 0, 0, 0]",0,0,5,"[0, 0, 0, 0, 0]",True,success,4365.208599949256,4398.313200101256,8763.521800050512,703,335,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_001,5,low,cdf_l,"[4, 1, 2, 0, 3]","[4, 1, 2, 0, 3]","[0, 0, 0, 0, 0]",0,0,5,"[0, 0, 0, 0, 0]",True,success,4356.111600063741,4392.732500098646,8748.844100162387,703,335,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_001,5,low,spf_cd,"[4, 1, 2, 0, 3]","[4, 1, 2, 0, 3]","[0, 0, 0, 0, 0]",0,0,5,"[0, 0, 0, 0, 0]",True,success,4342.406000010669,4416.9986001215875,8759.404600132257,703,335,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_002,5,low,spf,"[2, 3, 1, 0, 4]","[2, 3, 1, 0, 4]",,,,,,True,success,25446.129699936137,25827.522800071165,51273.6525000073,1376,459,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_002,5,low,cdf_h,"[2, 3, 1, 0, 4]","[2, 3, 1, 0, 4]","[0, 0, 0, 0, 0]",0,0,5,"[0, 0, 0, 0, 0]",True,success,25948.156900005415,26352.55070007406,52300.70760007948,1376,459,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_002,5,low,cdf_l,"[2, 3, 1, 0, 4]","[2, 3, 1, 0, 4]","[0, 0, 0, 0, 0]",0,0,5,"[0, 0, 0, 0, 0]",True,success,25875.23050000891,26420.08029995486,52295.31079996377,1376,459,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_low_002,5,low,spf_cd,"[2, 3, 1, 0, 4]","[2, 3, 1, 0, 4]","[0, 0, 0, 0, 0]",0,0,5,"[0, 0, 0, 0, 0]",True,success,25761.96639984846,26385.95789996907,52147.92429981753,1376,459,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_000,5,medium,spf,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",,,,,,True,success,21463.380500208586,21290.146300103515,42753.5268003121,1200,440,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_000,5,medium,cdf_h,"[0, 3, 1, 2, 4]","[0, 3, 1, 2, 4]","[1, 0, 0, 1, 0]",1,1,5,"[1, 0, 0, 1, 0]",True,success,21360.232499893755,21526.29079995677,42886.52329985052,1200,440,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_000,5,medium,cdf_l,"[1, 2, 4, 0, 3]","[1, 2, 4, 0, 3]","[1, 0, 0, 1, 0]",1,1,5,"[1, 0, 0, 1, 0]",True,success,21508.604099974036,21641.589100006968,43150.193199981004,1200,440,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_000,5,medium,spf_cd,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]","[1, 0, 0, 1, 0]",1,1,5,"[1, 0, 0, 1, 0]",True,success,21436.313699930906,21688.647100003436,43124.96079993434,1200,440,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_001,5,medium,spf,"[3, 0, 1, 4, 2]","[3, 0, 1, 4, 2]",,,,,,True,success,36548.63390000537,36194.79160010815,72743.42550011352,1049,488,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_001,5,medium,cdf_h,"[1, 4, 3, 0, 2]","[1, 4, 3, 0, 2]","[0, 1, 0, 0, 1]",1,1,5,"[0, 1, 0, 0, 1]",True,success,36482.56450006738,37119.57120010629,73602.13570017368,1049,488,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_001,5,medium,cdf_l,"[3, 0, 2, 1, 4]","[3, 0, 2, 1, 4]","[0, 1, 0, 0, 1]",1,1,5,"[0, 1, 0, 0, 1]",True,success,36807.31960013509,37220.24229983799,74027.56189997308,1049,488,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_001,5,medium,spf_cd,"[3, 0, 1, 4, 2]","[3, 0, 1, 4, 2]","[0, 1, 0, 0, 1]",1,1,5,"[0, 1, 0, 0, 1]",True,success,36000.787399942055,36563.12180007808,72563.90920002013,1049,488,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_002,5,medium,spf,"[3, 4, 0, 1, 2]","[3, 4, 0, 1, 2]",,,,,,True,success,26578.252099920064,26732.022099895403,53310.27419981547,1501,500,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_002,5,medium,cdf_h,"[4, 2, 3, 0, 1]","[4, 2, 3, 0, 1]","[0, 0, 1, 0, 1]",1,1,5,"[0, 0, 1, 0, 1]",True,success,26609.35220005922,27059.701799880713,53669.05399993993,1501,500,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_002,5,medium,cdf_l,"[3, 0, 1, 4, 2]","[3, 0, 1, 4, 2]","[0, 0, 1, 0, 1]",1,1,5,"[0, 0, 1, 0, 1]",True,success,27038.486400153488,27031.324799871072,54069.81120002456,1501,500,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n05_medium_002,5,medium,spf_cd,"[3, 4, 0, 1, 2]","[3, 4, 0, 1, 2]","[0, 0, 1, 0, 1]",1,1,5,"[0, 0, 1, 0, 1]",True,success,26586.87560004182,27308.7090998888,53895.58469993062,1501,500,0,5,5,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_000,10,high,spf,"[1, 2, 4, 3, 7, 5, 8, 9, 0, 6]","[1, 2, 4, 3, 7, 5, 8, 9, 0, 6]",,,,,,True,success,68695.64390019514,69606.27819993533,138301.92210013047,3290,491,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_000,10,high,cdf_h,"[0, 1, 8, 9, 2, 4, 3, 7, 5, 6]","[0, 1, 8, 9, 2, 4, 3, 7, 5, 6]","[3, 1, 0, 0, 0, 0, 0, 0, 1, 1]",3,3,10,"[3, 1, 0, 0, 0, 0, 0, 0, 1, 1]",True,success,69217.07100002095,69979.40569999628,139196.47670001723,3290,491,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_000,10,high,cdf_l,"[2, 4, 3, 7, 5, 6, 1, 8, 9, 0]","[2, 4, 3, 7, 5, 6, 1, 8, 9, 0]","[3, 1, 0, 0, 0, 0, 0, 0, 1, 1]",3,3,10,"[3, 1, 0, 0, 0, 0, 0, 0, 1, 1]",True,success,69009.9690000061,69946.40600006096,138956.37500006706,3290,491,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_000,10,high,spf_cd,"[1, 2, 4, 3, 7, 5, 8, 9, 0, 6]","[1, 2, 4, 3, 7, 5, 8, 9, 0, 6]","[3, 1, 0, 0, 0, 0, 0, 0, 1, 1]",3,3,10,"[3, 1, 0, 0, 0, 0, 0, 0, 1, 1]",True,success,69898.61780009232,70149.05560016632,140047.67340025865,3290,491,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_001,10,high,spf,"[1, 9, 0, 3, 8, 2, 7, 5, 6, 4]","[1, 9, 0, 3, 8, 2, 7, 5, 6, 4]",,,,,,True,success,37421.72380001284,37602.22189989872,75023.94569991156,2635,506,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_001,10,high,cdf_h,"[9, 0, 3, 2, 7, 6, 1, 8, 5, 4]","[9, 0, 3, 2, 7, 6, 1, 8, 5, 4]","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]",3,3,10,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]",True,success,37315.692599862814,37790.31760012731,75106.01019999012,2635,506,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_001,10,high,cdf_l,"[1, 8, 5, 4, 9, 0, 3, 2, 7, 6]","[1, 8, 5, 4, 9, 0, 3, 2, 7, 6]","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]",3,3,10,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]",True,success,37323.36609996855,37721.112200059,75044.47830002755,2635,506,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_001,10,high,spf_cd,"[1, 9, 0, 3, 8, 2, 7, 5, 6, 4]","[1, 9, 0, 3, 8, 2, 7, 5, 6, 4]","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]",3,3,10,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]",True,success,37154.37650005333,37682.83640011214,74837.21290016547,2635,506,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_002,10,high,spf,"[6, 3, 5, 2, 9, 0, 1, 7, 8, 4]","[6, 3, 5, 2, 9, 0, 1, 7, 8, 4]",,,,,,True,success,55211.64350002073,55876.87309994362,111088.51659996435,2550,476,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_002,10,high,cdf_h,"[6, 3, 5, 2, 7, 4, 9, 0, 1, 8]","[6, 3, 5, 2, 7, 4, 9, 0, 1, 8]","[0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",3,3,10,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",True,success,55591.99499990791,55680.70190004073,111272.69689994864,2550,476,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_002,10,high,cdf_l,"[9, 0, 1, 8, 6, 3, 5, 2, 7, 4]","[9, 0, 1, 8, 6, 3, 5, 2, 7, 4]","[0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",3,3,10,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",True,success,55852.14630002156,56149.45639995858,112001.60269998014,2550,476,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_high_002,10,high,spf_cd,"[6, 3, 5, 2, 9, 0, 1, 7, 8, 4]","[6, 3, 5, 2, 9, 0, 1, 7, 8, 4]","[0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",3,3,10,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",True,success,56056.41800002195,56336.43290004693,112392.85090006888,2550,476,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_000,10,low,spf,"[9, 0, 3, 1, 6, 2, 8, 5, 4, 7]","[9, 0, 3, 1, 6, 2, 8, 5, 4, 7]",,,,,,True,success,47363.074199995026,47650.19949991256,95013.27369990759,2551,502,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_000,10,low,cdf_h,"[9, 0, 3, 1, 6, 2, 8, 5, 4, 7]","[9, 0, 3, 1, 6, 2, 8, 5, 4, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,47368.71850001626,48175.36769993603,95544.08619995229,2551,502,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_000,10,low,cdf_l,"[9, 0, 3, 1, 6, 2, 8, 5, 4, 7]","[9, 0, 3, 1, 6, 2, 8, 5, 4, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,47413.56549994089,48177.38050012849,95590.94600006938,2551,502,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_000,10,low,spf_cd,"[9, 0, 3, 1, 6, 2, 8, 5, 4, 7]","[9, 0, 3, 1, 6, 2, 8, 5, 4, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,47339.55050003715,48774.26890004426,96113.81940008141,2551,502,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_001,10,low,spf,"[4, 9, 3, 8, 5, 7, 1, 2, 6, 0]","[4, 9, 3, 8, 5, 7, 1, 2, 6, 0]",,,,,,True,success,27001.790900016204,27176.915199961513,54178.70609997772,2655,467,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_001,10,low,cdf_h,"[4, 9, 3, 8, 5, 7, 1, 2, 6, 0]","[4, 9, 3, 8, 5, 7, 1, 2, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,27063.799399882555,27338.804400060326,54402.60379994288,2655,467,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_001,10,low,cdf_l,"[4, 9, 3, 8, 5, 7, 1, 2, 6, 0]","[4, 9, 3, 8, 5, 7, 1, 2, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,27162.541799945757,27419.40869996324,54581.950499909,2655,467,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_001,10,low,spf_cd,"[4, 9, 3, 8, 5, 7, 1, 2, 6, 0]","[4, 9, 3, 8, 5, 7, 1, 2, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,26855.0398000516,27260.321900015697,54115.3617000673,2655,467,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_002,10,low,spf,"[6, 4, 0, 5, 8, 2, 7, 9, 3, 1]","[6, 4, 0, 5, 8, 2, 7, 9, 3, 1]",,,,,,True,success,20627.329299924895,20808.24110005051,41435.570399975404,2471,417,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_002,10,low,cdf_h,"[6, 4, 0, 5, 8, 2, 7, 9, 3, 1]","[6, 4, 0, 5, 8, 2, 7, 9, 3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,20588.535400107503,20747.402499895543,41335.937900003046,2471,417,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_002,10,low,cdf_l,"[6, 4, 0, 5, 8, 2, 7, 9, 3, 1]","[6, 4, 0, 5, 8, 2, 7, 9, 3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,20819.561599986628,20808.530900161713,41628.09250014834,2471,417,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_low_002,10,low,spf_cd,"[6, 4, 0, 5, 8, 2, 7, 9, 3, 1]","[6, 4, 0, 5, 8, 2, 7, 9, 3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,20656.997800106183,20861.271200003102,41518.269000109285,2471,417,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_medium_000,10,medium,spf,"[6, 4, 2, 3, 9, 0, 1, 5, 7, 8]","[6, 4, 2, 3, 9, 0, 1, 5, 7, 8]",,,,,,True,success,68965.3864998836,68899.32859991677,137864.71509980038,3192,453,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_medium_000,10,medium,cdf_h,"[4, 0, 6, 2, 3, 9, 1, 5, 7, 8]","[4, 0, 6, 2, 3, 9, 1, 5, 7, 8]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1,10,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",True,success,68573.0105000548,69679.61500003003,138252.62550008483,3192,453,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_medium_000,10,medium,cdf_l,"[6, 2, 3, 9, 1, 5, 7, 8, 4, 0]","[6, 2, 3, 9, 1, 5, 7, 8, 4, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1,10,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",True,success,68740.51369982772,69223.36039994843,137963.87409977615,3192,453,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_medium_000,10,medium,spf_cd,"[6, 4, 2, 3, 9, 0, 1, 5, 7, 8]","[6, 4, 2, 3, 9, 0, 1, 5, 7, 8]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1,10,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",True,success,68818.40689992532,69669.00849994272,138487.41539986804,3192,453,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_medium_001,10,medium,spf,"[0, 9, 7, 5, 6, 1, 8, 3, 4, 2]","[0, 9, 7, 5, 6, 1, 8, 3, 4, 2]",,,,,,True,success,40727.20280010253,40886.3576001022,81613.56040020473,2470,510,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_medium_001,10,medium,cdf_h,"[3, 2, 0, 9, 7, 5, 6, 1, 8, 4]","[3, 2, 0, 9, 7, 5, 6, 1, 8, 4]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,1,10,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",True,success,40442.93860020116,40820.192200131714,81263.13080033287,2470,510,0,10,10,,2029
AR0307SR,ff6bb64e15d8c507861966e27a00df0df1efcf7b070584b0313fc9448b4f2732,AR0307SR_n10_medium_001,10,medium,cdf_l,"[0, 9, 7, 5, 6, 1, 8, 4, 3, 2]","[0, 9, 7, 5, 6, 1, 8, 4, 3, 2]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,1,10,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",True,success,40576.047899900004,40942.42149987258,81518.46939977258,2470,510,0,10,10,,2029
