instance_id,agent_count,interaction_level,ordering_index,ordering_seed,agent_order,base_seed,success,termination_reason,execution_time_ms,soc,makespan,conflict_count,pp_low_level_searches,pp_agents_planned
AR0204SR_n10_low_001,10,low,2,3658104165967652546,"[0, 3, 4, 8, 6, 9, 1, 7, 2, 5]",2026,True,success,31907.57919999305,2400,455,0,10,10
AR0204SR_n10_low_001,10,low,3,8921247423144259622,"[9, 0, 5, 7, 1, 3, 8, 4, 6, 2]",2026,True,success,30665.16800003592,2400,455,0,10,10
AR0204SR_n10_low_001,10,low,4,1863656883266132660,"[9, 2, 6, 1, 7, 5, 0, 3, 4, 8]",2026,True,success,29956.88350009732,2400,455,0,10,10
AR0204SR_n10_low_001,10,low,5,6222933290207717940,"[9, 5, 3, 7, 8, 0, 4, 2, 1, 6]",2026,True,success,29942.493300070055,2400,455,0,10,10
AR0204SR_n10_low_001,10,low,6,4808031074806071095,"[2, 8, 5, 1, 6, 7, 4, 3, 0, 9]",2026,True,success,30188.351400080137,2400,455,0,10,10
AR0204SR_n10_low_001,10,low,7,6836312811773799274,"[1, 6, 7, 4, 0, 8, 2, 3, 9, 5]",2026,True,success,30061.054299934767,2400,455,0,10,10
AR0204SR_n10_low_001,10,low,8,5753035817145632014,"[9, 8, 2, 3, 6, 7, 4, 1, 5, 0]",2026,True,success,30428.692499990575,2400,455,0,10,10
AR0204SR_n10_low_001,10,low,9,570006073333693974,"[1, 2, 6, 3, 8, 4, 5, 0, 9, 7]",2026,True,success,29877.790799946524,2400,455,0,10,10
AR0204SR_n10_low_002,10,low,0,1099979987737780372,"[6, 4, 9, 3, 1, 7, 5, 0, 2, 8]",2026,True,success,3881.5400999737903,1862,343,0,10,10
AR0204SR_n10_low_002,10,low,1,4870353279026485069,"[5, 8, 7, 3, 9, 2, 6, 0, 4, 1]",2026,True,success,3924.907200038433,1862,343,0,10,10
AR0204SR_n10_low_002,10,low,2,6235858400894082164,"[0, 7, 8, 3, 6, 5, 9, 2, 1, 4]",2026,True,success,3853.7473999895155,1862,343,0,10,10
AR0204SR_n10_low_002,10,low,3,8541795626464932863,"[0, 5, 8, 4, 2, 1, 9, 3, 7, 6]",2026,True,success,3865.479600033723,1862,343,0,10,10
AR0204SR_n10_low_002,10,low,4,7964760372714379585,"[0, 1, 3, 6, 7, 8, 4, 9, 5, 2]",2026,True,success,3926.5577000332996,1862,343,0,10,10
AR0204SR_n10_low_002,10,low,5,291142477926301190,"[5, 1, 4, 2, 3, 8, 9, 0, 7, 6]",2026,True,success,3855.1862000022084,1862,343,0,10,10
AR0204SR_n10_low_002,10,low,6,6375818462005353205,"[5, 7, 9, 4, 0, 8, 1, 2, 3, 6]",2026,True,success,3841.290900018066,1862,343,0,10,10
AR0204SR_n10_low_002,10,low,7,7104543644235513433,"[4, 1, 3, 2, 9, 5, 0, 6, 8, 7]",2026,True,success,3854.0536999935284,1862,343,0,10,10
AR0204SR_n10_low_002,10,low,8,5469594892521678783,"[1, 6, 5, 4, 8, 0, 3, 2, 7, 9]",2026,True,success,3868.334800004959,1862,343,0,10,10
AR0204SR_n10_low_002,10,low,9,3085082037215855784,"[5, 1, 6, 0, 7, 8, 3, 4, 2, 9]",2026,True,success,3890.3675000183284,1862,343,0,10,10
AR0204SR_n10_medium_000,10,medium,0,5561392639460874388,"[7, 9, 8, 0, 6, 3, 2, 1, 5, 4]",2026,True,success,79001.77780003287,2935,497,0,10,10
AR0204SR_n10_medium_000,10,medium,1,5212844660320137674,"[9, 6, 8, 4, 7, 1, 5, 2, 0, 3]",2026,True,success,55914.97619997244,2797,497,0,10,10
AR0204SR_n10_medium_000,10,medium,2,8678588693523488010,"[0, 8, 9, 4, 2, 7, 3, 5, 6, 1]",2026,True,success,78954.36159998644,2935,497,0,10,10
AR0204SR_n10_medium_000,10,medium,3,2589717252742334940,"[1, 7, 6, 9, 8, 0, 3, 2, 4, 5]",2026,True,success,79962.36840006895,2935,497,0,10,10
