manifest_sha256,map_name,instance_id,method,candidate_id,agent_order,success,soc,makespan,pair_conflict_event_count,matches_cglps_candidate_order,selected
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_002,ubls,2,"[2, 10, 19, 1, 17, 12, 3, 14, 5, 9, 7, 11, 0, 4, 16, 18, 15, 13, 6, 8]",True,5777,512,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_002,ubls,3,"[2, 10, 19, 1, 17, 12, 3, 16, 5, 6, 7, 11, 0, 4, 14, 18, 15, 13, 9, 8]",True,5777,512,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_002,ubls,4,"[2, 10, 19, 1, 17, 12, 3, 16, 5, 9, 7, 11, 15, 4, 14, 18, 0, 13, 6, 8]",True,5777,512,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_low_000,cglps,0,"[8, 1, 5, 0, 2, 17, 16, 14, 19, 10, 9, 15, 3, 6, 11, 4, 12, 13, 18, 7]",True,3694,451,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_low_000,ubls,0,"[8, 1, 5, 0, 2, 17, 16, 14, 19, 10, 9, 15, 3, 6, 11, 4, 12, 13, 18, 7]",True,3694,451,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_low_001,cglps,0,"[19, 15, 18, 7, 5, 13, 4, 10, 2, 3, 17, 16, 11, 6, 0, 8, 9, 14, 1, 12]",True,3946,444,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_low_001,ubls,0,"[19, 15, 18, 7, 5, 13, 4, 10, 2, 3, 17, 16, 11, 6, 0, 8, 9, 14, 1, 12]",True,3946,444,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_low_002,cglps,0,"[4, 11, 18, 8, 13, 17, 12, 7, 10, 2, 5, 9, 15, 0, 19, 1, 3, 6, 14, 16]",True,4425,505,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_low_002,ubls,0,"[4, 11, 18, 8, 13, 17, 12, 7, 10, 2, 5, 9, 15, 0, 19, 1, 3, 6, 14, 16]",True,4425,505,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_000,cglps,0,"[18, 7, 0, 6, 15, 1, 17, 11, 4, 8, 5, 13, 16, 3, 9, 2, 19, 12, 10, 14]",True,5214,492,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_000,cglps,1,"[18, 7, 0, 6, 15, 1, 17, 11, 4, 8, 2, 13, 16, 3, 9, 5, 19, 12, 10, 14]",True,5215,492,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_000,cglps,2,"[18, 7, 0, 6, 15, 1, 17, 11, 4, 5, 8, 13, 16, 3, 9, 2, 19, 12, 10, 14]",True,5214,492,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_000,ubls,0,"[18, 7, 0, 6, 15, 1, 17, 11, 4, 8, 5, 13, 16, 3, 9, 2, 19, 12, 10, 14]",True,5214,492,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_000,ubls,1,"[18, 7, 0, 19, 15, 1, 17, 11, 4, 8, 5, 13, 16, 3, 9, 2, 6, 12, 10, 14]",True,5214,492,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_000,ubls,2,"[18, 7, 0, 17, 15, 1, 6, 11, 4, 8, 5, 13, 16, 3, 9, 2, 19, 12, 10, 14]",True,5214,492,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_001,cglps,0,"[18, 5, 16, 9, 2, 8, 7, 1, 4, 13, 12, 17, 15, 3, 19, 11, 0, 10, 6, 14]",True,5498,501,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_001,cglps,1,"[18, 5, 16, 9, 2, 8, 7, 1, 4, 13, 12, 17, 15, 3, 19, 11, 6, 10, 0, 14]",True,5498,501,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_001,cglps,2,"[18, 5, 16, 9, 17, 8, 7, 1, 4, 13, 12, 2, 15, 3, 19, 11, 0, 10, 6, 14]",True,5498,501,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_001,ubls,0,"[18, 5, 16, 9, 2, 8, 7, 1, 4, 13, 12, 17, 15, 3, 19, 11, 0, 10, 6, 14]",True,5498,501,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_001,ubls,1,"[18, 5, 16, 2, 9, 8, 7, 1, 4, 13, 12, 17, 15, 3, 19, 11, 0, 10, 6, 14]",True,5498,501,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_001,ubls,2,"[18, 5, 19, 9, 2, 8, 7, 1, 4, 13, 12, 17, 15, 3, 16, 11, 0, 10, 6, 14]",True,5498,501,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_002,cglps,0,"[3, 14, 18, 16, 13, 4, 17, 11, 15, 9, 1, 19, 6, 0, 10, 5, 2, 7, 8, 12]",True,4518,433,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_002,cglps,1,"[3, 14, 18, 16, 11, 4, 17, 13, 15, 9, 1, 19, 6, 0, 10, 5, 2, 7, 8, 12]",True,4518,433,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_002,cglps,2,"[3, 14, 18, 16, 13, 4, 17, 11, 12, 9, 1, 19, 6, 0, 10, 5, 2, 7, 8, 15]",True,4518,431,1,True,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_002,ubls,0,"[3, 14, 18, 16, 13, 4, 17, 11, 15, 9, 1, 19, 6, 0, 10, 5, 2, 7, 8, 12]",True,4518,433,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_002,ubls,1,"[3, 14, 18, 16, 13, 4, 17, 11, 15, 9, 7, 19, 6, 0, 10, 5, 2, 1, 8, 12]",True,4518,433,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_medium_002,ubls,2,"[3, 14, 18, 16, 13, 4, 17, 11, 15, 9, 1, 7, 6, 0, 10, 5, 2, 19, 8, 12]",True,4518,433,,False,False
